id,lon,lat,angle,z_peak_first_copdem,z_peak_max_1km_copdem,x_peak_first_copdem,x_peak_max_1km_copdem,lu_peak_first_copdem,lu_peak_max_1km_copdem,z_peak_first_deltadtm,z_peak_max_1km_deltadtm,x_peak_first_deltadtm,x_peak_max_1km_deltadtm,lu_peak_first_deltadtm,lu_peak_max_1km_deltadtm,he,ev,doc,doc_used,x_doc,x_shoreline,ns,bs_deltadtm,bs_copdem,cs_deltadtm,cs_copdem,extraction_flag,tr_zone_width,coast_type_flag,veg_type,mdt,lu_trees,lu_shrub,lu_grass,lu_crop,lu_built,lu_barren,lu_snow,lu_water,lu_wet,lu_mangr,lu_moss,class_most,class_most_land
BOX_N22E068_1027,68.265818,23.695952,77.133062,0.85,1.11,-50.0,825.0,Open water,Open water,1.0,1.13,-50.0,400.0,Open water,Open water,1.11,0.09,10.05,10.05,-516.0,-140.2,0.0306,0.01113,0.01036,0.02683,0.02661,0,926.0,Muddy,,0.57,0.0,0.67,0.0,0.02,0.0,0.33,0.0,98.21,0.77,0.0,0.0,Open water,Herbaceous wetland
BOX_N22E068_0985,68.344752,23.931517,285.066161,1.43,1.58,250.0,725.0,Open water,Open water,0.26,0.26,575.0,575.0,Open water,Open water,,0.0,10.04,-0.17,-2225.0,307.8,0.00054,0.00097,0.01546,0.00058,,3,354.2,Muddy,,0.57,0.0,0.11,0.0,0.0,0.0,0.0,0.0,99.89,0.0,0.0,0.0,Open water,Shrubland
BOX_N22E068_1005,68.216187,23.820874,276.094654,0.93,1.2,-500.0,-250.0,Open water,Open water,,,,,,,,,10.05,,,,,,0.02479,,0.00165,13,793.8,Muddy,Mangroves,0.57,0.0,0.03,0.0,0.0,0.0,0.0,0.0,93.9,0.01,6.06,0.0,Open water,Mangroves
BOX_N22E066_0019,67.92715,23.847209,98.672579,1.04,1.27,525.0,825.0,Open water,Open water,,,,,,,,,10.04,,,,,,0.04933,,0.00755,13,,,,0.6,0.0,0.0,0.0,0.0,0.0,0.14,0.0,99.86,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N22E066_0028,67.88406,23.873795,300.535382,0.54,1.89,250.0,675.0,Open water,Open water,0.24,1.04,175.0,1025.0,Open water,Open water,0.85,0.0,10.04,-1.23,-4000.0,97.8,6.0e-5,0.00314,0.00428,0.00011,0.00018,3,4947.9,,,0.6,0.0,0.26,0.0,0.0,0.0,0.06,0.0,97.57,0.0,2.11,0.0,Open water,Mangroves
BOX_N22E066_0003,67.712789,23.806489,156.391648,1.6,1.6,1000.0,1000.0,Open water,Open water,0.34,0.89,925.0,1300.0,Open water,Open water,0.51,0.01,10.03,3.54,-4000.0,909.2,0.00099,0.02183,0.01743,0.00106,0.00129,3,,,,0.62,0.0,0.17,0.0,0.0,0.0,0.85,0.0,95.69,0.54,2.75,0.0,Open water,Mangroves
BOX_N22E066_0022,67.608246,23.86559,299.651034,,,,,,,,,,,,,,,10.02,,,,,,,,,13,,,,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.66,0.0,1.34,0.0,Open water,Mangroves
BOX_N22E066_0039,67.47588,23.943951,90.234854,,,,,,,,,,,,,,0.0,10.01,2.7,-1375.0,-226.6,0.00348,,,,,34,,,,0.65,0.0,0.0,0.0,0.0,0.0,4.17,0.0,95.83,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E066_0718,67.39041,24.064663,189.570875,1.16,1.36,700.0,750.0,Open water,Open water,0.56,0.69,700.0,750.0,Open water,Open water,,,10.01,1.21,-4000.0,643.7,0.00055,0.00996,0.01779,0.00066,0.00067,3,,Sandy,,0.66,0.0,0.02,0.0,0.0,0.0,0.55,0.0,97.89,1.54,0.0,0.0,Open water,Herbaceous wetland
BOX_N24E066_0728,67.366435,24.125024,282.584985,1.49,1.67,75.0,475.0,Open water,Open water,0.76,0.94,50.0,775.0,Open water,Open water,0.49,0.24,9.53,3.47,-4000.0,10.4,0.0012,0.01929,0.02393,0.00137,0.00154,3,,,,0.66,0.0,0.45,0.0,0.0,0.0,0.96,0.0,97.49,1.1,0.0,0.0,Open water,Herbaceous wetland
BOX_N24E066_0786,67.324777,24.23417,117.464337,0.89,2.34,275.0,675.0,Open water,Open water,1.01,1.27,250.0,375.0,Open water,Open water,0.3,0.09,9.51,1.23,-1100.0,167.0,0.00203,0.01218,0.00825,0.00265,0.00252,3,,,,0.67,0.0,0.0,0.0,0.0,0.0,2.74,0.0,97.12,0.0,0.13,0.0,Open water,Barren / sparse vegetation
BOX_N24E066_0773,67.347003,24.318974,63.061889,1.05,1.23,-925.0,-750.0,Open water,Mangroves,1.1,1.39,-925.0,-750.0,Open water,Mangroves,0.93,0.06,9.5,1.02,-3550.0,-995.1,0.00093,0.0157,0.01531,0.00132,0.0013,3,68.2,,,0.66,0.0,0.0,0.01,0.0,0.0,2.64,0.0,84.4,0.71,12.24,0.0,Open water,Mangroves
BOX_N24E066_0826,67.310224,24.375009,50.501018,0.9,2.37,-725.0,175.0,Open water,Open water,0.83,1.24,-725.0,-450.0,Open water,Mangroves,0.89,0.04,9.49,,,-745.1,,0.04114,0.04403,,,3,1266.6,,,0.66,0.0,0.0,0.0,0.0,0.0,0.04,0.0,89.59,0.05,10.33,0.0,Open water,Mangroves
BOX_N24E066_0844,67.247962,24.480596,261.674868,0.6,2.9,-600.0,275.0,Open water,Open water,0.28,2.34,25.0,525.0,Open water,Open water,1.01,0.08,9.48,1.98,-4000.0,-13.1,0.00084,0.00743,0.01459,0.0009,0.00116,3,491.7,,,0.65,0.0,0.0,0.0,0.0,0.0,0.47,0.0,34.38,0.65,64.5,0.0,Mangroves,Mangroves
BOX_N24E066_0925,67.253712,24.587587,169.400919,1.06,2.01,150.0,425.0,Open water,Open water,0.99,1.14,150.0,800.0,Open water,Open water,0.89,0.07,9.47,9.47,-288.8,72.7,0.03005,0.01283,0.01378,0.02701,0.02716,0,623.7,,,0.64,0.0,0.0,0.0,0.0,0.0,0.03,0.0,41.94,1.03,56.99,0.0,Mangroves,Mangroves
BOX_N24E066_0937,67.18421,24.701889,202.500928,1.37,1.75,300.0,400.0,Open water,Open water,1.29,1.5,300.0,375.0,Open water,Open water,0.66,0.11,9.46,9.26,-475.0,278.3,0.01419,0.05964,0.06262,0.01547,0.01556,3,,,,0.62,0.0,0.0,0.0,0.0,0.0,0.93,0.0,76.91,3.05,19.11,0.0,Open water,Mangroves
BOX_N24E066_0381,67.324758,24.76306,197.365887,9.05,9.05,150.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,2.05,2.47,250.0,1025.0,Barren / sparse vegetation,Barren / sparse vegetation,3.28,6.3,9.47,-1.23,-4000.0,78.4,5.0e-5,0.01195,0.12187,0.00053,0.00223,3,671.2,Muddy,,0.62,1.22,0.55,0.01,0.57,10.12,62.68,0.0,18.74,0.0,6.1,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E066_0344,67.086151,24.790263,55.358048,2.4,3.56,225.0,775.0,Built-up,Built-up,1.51,2.81,200.0,775.0,Barren / sparse vegetation,Built-up,2.42,0.44,9.45,0.83,50.0,73.0,0.09774,0.0119,0.01579,0.02506,0.02657,3,108.3,,Mangroves,0.6,0.0,0.31,0.18,0.27,45.52,28.9,0.0,24.6,0.0,0.21,0.0,Built-up,Built-up
BOX_N24E066_0982,66.901335,24.851147,333.111293,,,,,,,0.29,0.51,-950.0,-700.0,Mangroves,Mangroves,0.05,0.08,9.43,-0.29,-1575.0,-989.6,0.00176,0.00733,,0.00212,,3,,,,0.57,0.03,0.0,0.0,0.0,3.14,7.07,0.0,71.03,0.0,18.72,0.0,Open water,Mangroves
BOX_N24E066_0263,66.697612,24.953415,311.035535,4.28,8.63,425.0,1275.0,Barren / sparse vegetation,Barren / sparse vegetation,4.13,5.98,375.0,725.0,Open water,Shrubland,5.71,0.91,9.26,8.04,-4000.0,351.2,0.00215,0.17336,0.05821,0.00308,0.00308,3,75.0,Sandy,,0.54,0.0,14.69,12.01,7.79,4.25,46.21,0.0,15.05,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E066_0210,66.563733,25.34789,222.343681,0.71,5.07,-50.0,475.0,Barren / sparse vegetation,Barren / sparse vegetation,0.31,1.12,-25.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,-0.05,0.35,9.27,4.41,-4000.0,-83.1,0.00141,0.00537,0.01334,0.00147,0.00157,3,276.0,Sandy,,0.45,0.0,0.19,0.05,0.0,0.0,92.93,0.0,6.75,0.08,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E066_0060,66.501764,25.433111,21.103829,0.28,3.18,-725.0,-225.0,Open water,Mangroves,0.34,0.64,-725.0,-200.0,Open water,Mangroves,0.22,0.34,,1.18,-2775.0,-785.9,0.00092,0.00553,0.00528,0.00106,0.0017,23,,Sandy,Mangroves,0.43,0.48,0.02,0.01,0.14,0.0,71.72,0.0,22.33,0.02,5.29,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E066_0011,66.095532,25.441066,169.145382,0.44,2.82,150.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,0.33,0.88,400.0,1050.0,Barren / sparse vegetation,Barren / sparse vegetation,0.38,0.16,9.28,6.84,-4000.0,331.7,0.00187,0.00483,0.01277,0.00192,0.00206,3,140.8,Sandy,,0.44,0.0,0.0,0.0,0.0,0.0,64.22,0.0,35.77,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0292,65.61862,25.356329,190.226868,7.39,7.39,25.0,25.0,Barren / sparse vegetation,Barren / sparse vegetation,1.56,1.56,75.0,75.0,Barren / sparse vegetation,Barren / sparse vegetation,0.43,0.13,9.3,5.16,-4000.0,-46.9,0.00161,0.01281,0.09954,0.00195,0.00342,3,432.7,Sandy,,0.47,0.0,0.0,0.0,0.0,0.0,91.84,0.0,8.16,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0248,65.228773,25.330993,115.854079,478.31,478.31,625.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,479.02,479.02,625.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,455.49,9517.71,9.54,9.54,-3913.5,75.6,0.00269,0.87189,0.87124,0.10791,0.10775,0,65.1,Rocky,,0.48,0.0,0.27,0.11,0.0,0.0,89.36,0.0,10.25,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0202,64.784796,25.320389,173.472089,4.93,5.5,175.0,275.0,Barren / sparse vegetation,Barren / sparse vegetation,3.39,3.39,175.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,2.64,0.57,9.56,6.79,-4000.0,87.5,0.00196,0.03874,0.05629,0.00273,0.0031,3,172.0,Sandy,,0.5,0.0,0.12,0.0,0.0,0.0,82.73,0.0,17.15,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0162,64.578471,25.164619,248.43745,4.97,196.94,-100.0,175.0,Open water,Barren / sparse vegetation,198.16,198.16,175.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,230.89,8631.34,9.57,9.57,-1821.8,-169.4,0.00651,0.57539,0.07333,0.10463,0.00914,0,61.6,Rocky,,0.54,0.0,0.27,0.12,0.0,0.0,92.73,0.0,6.88,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0110,64.235468,25.303465,211.343296,3.23,79.41,-325.0,500.0,Barren / sparse vegetation,Barren / sparse vegetation,5.99,62.17,-200.0,325.0,Barren / sparse vegetation,Barren / sparse vegetation,54.29,2827.01,10.04,5.8,-4000.0,-385.6,0.00194,0.03226,0.0531,0.00343,0.00279,3,84.6,Sandy,,0.55,0.0,0.0,0.0,0.0,0.0,98.0,0.0,2.0,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E064_0069,64.202444,25.413943,342.269889,,,,,,,0.66,1.12,-550.0,200.0,Open water,Barren / sparse vegetation,1.29,0.63,10.05,-1.01,-4000.0,-598.5,6.0e-5,0.01369,,0.00025,,3,,Muddy,,0.54,0.0,0.0,0.0,0.0,0.0,92.13,0.0,7.87,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0322,63.962058,25.412965,123.086314,0.25,3.05,-250.0,225.0,Open water,Barren / sparse vegetation,0.35,0.95,-50.0,475.0,Open water,Barren / sparse vegetation,0.58,0.05,10.07,10.07,-2705.5,-253.3,0.0046,0.00173,0.0093,0.00438,0.00469,0,353.4,Sandy,,0.58,0.0,0.0,0.65,0.01,0.0,47.06,0.0,45.7,6.57,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0265,63.860385,25.348818,194.290108,3.33,3.74,0.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,1.5,1.5,25.0,25.0,Barren / sparse vegetation,Barren / sparse vegetation,1.96,0.87,10.08,3.95,-4000.0,-162.5,0.00135,0.00801,0.02051,0.00166,0.00213,3,173.6,Sandy,,0.6,0.0,0.03,0.0,0.01,0.61,93.05,0.0,6.3,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0219,63.455164,25.294516,214.099343,,,,,,,0.79,3.01,-450.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,7.45,22.93,10.12,,,-557.1,,0.00741,,,,3,,Sandy,,0.67,0.0,0.0,0.0,0.0,0.0,91.32,0.0,8.68,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0176,63.194164,25.247027,189.208717,10.75,10.75,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,2.95,2.95,75.0,75.0,Barren / sparse vegetation,Barren / sparse vegetation,1.91,0.26,10.71,5.82,-4000.0,26.7,0.00174,0.06114,0.14567,0.00244,0.00433,3,312.2,Sandy,,0.71,0.0,0.0,0.0,0.0,0.0,81.43,0.0,18.57,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0130,62.758477,25.249623,179.874804,158.46,193.1,125.0,600.0,Barren / sparse vegetation,Barren / sparse vegetation,158.55,193.75,125.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,47.87,3232.83,10.75,9.08,-4000.0,-12.5,0.00257,1.15311,1.15243,0.04092,0.0409,3,168.2,Sandy,,0.73,0.0,0.0,0.0,0.0,0.01,92.94,0.0,7.05,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E062_0073,62.352708,25.109492,18.602335,2.57,97.67,25.0,550.0,Barren / sparse vegetation,Barren / sparse vegetation,2.53,92.46,25.0,575.0,Barren / sparse vegetation,Barren / sparse vegetation,36.9,851.85,10.8,3.96,-4000.0,-22.6,0.00129,0.05323,0.05398,0.00191,0.00192,3,465.1,,,0.71,0.0,0.1,0.0,0.0,0.18,38.43,0.0,61.29,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E062_0027,62.137149,25.214846,169.230132,3.87,9.03,150.0,600.0,Barren / sparse vegetation,Barren / sparse vegetation,3.58,6.37,150.0,650.0,Barren / sparse vegetation,Barren / sparse vegetation,12.56,22.82,11.45,7.92,-4000.0,87.5,0.00223,0.05722,0.06193,0.00306,0.00313,3,108.7,Sandy,,0.7,0.0,0.0,0.0,0.0,0.36,84.38,0.0,15.26,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0293,61.813132,25.028796,168.098084,39.15,52.0,375.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,10.05,10.05,125.0,125.0,Barren / sparse vegetation,Barren / sparse vegetation,36.74,453.01,11.49,11.49,-2502.5,62.5,0.00493,0.16073,0.12528,0.00864,0.018,0,87.7,Sandy,,0.67,0.0,0.0,0.0,0.0,1.3,88.93,0.0,9.77,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0247,61.739129,25.144541,45.853024,1.17,2.14,-200.0,450.0,Open water,Barren / sparse vegetation,1.01,1.44,-200.0,375.0,Open water,Barren / sparse vegetation,0.86,0.12,11.5,,,-453.9,,0.00397,0.00541,,,3,493.4,Muddy,,0.67,0.0,0.0,0.0,0.0,0.0,5.23,0.0,94.77,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E060_0228,61.568115,25.183688,183.588504,,,,,,,0.65,0.65,1475.0,1475.0,Open water,Open water,0.89,0.06,11.52,6.28,-4000.0,673.5,0.00159,0.00081,,0.00148,,3,,Muddy,Mangroves,0.65,0.0,0.0,0.02,0.19,0.0,11.93,0.0,74.69,0.06,13.1,0.0,Open water,Mangroves
BOX_N24E060_0221,61.500985,25.172941,124.911062,2.1,3.01,300.0,800.0,Barren / sparse vegetation,Mangroves,0.44,0.44,1025.0,1025.0,Mangroves,Mangroves,1.15,0.32,12.41,3.83,-4000.0,220.6,0.00118,0.00055,0.02643,0.00108,0.00165,3,94.0,Sandy,Mangroves,0.65,0.0,0.03,0.02,0.01,0.0,45.09,0.0,37.96,0.0,16.89,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0174,61.172682,25.161998,219.2992,7.95,7.95,200.0,200.0,Barren / sparse vegetation,Barren / sparse vegetation,3.47,4.52,225.0,825.0,Barren / sparse vegetation,Barren / sparse vegetation,4.46,0.58,12.47,9.22,-4000.0,147.0,0.00251,0.04443,0.15008,0.00328,0.00437,3,91.2,Sandy,,0.61,0.0,0.0,0.0,0.0,0.32,87.88,0.0,11.81,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0115,60.612021,25.287593,311.010623,3.82,6.35,-500.0,-175.0,Barren / sparse vegetation,Barren / sparse vegetation,,,,,,,,,12.3,,,,,,0.00782,,0.00491,13,419.4,Sandy,,0.59,0.0,0.0,0.0,0.0,4.45,17.61,0.0,77.93,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E060_0084,60.454446,25.421945,125.625491,5.0,5.0,450.0,450.0,Barren / sparse vegetation,Barren / sparse vegetation,0.88,2.31,375.0,1300.0,Barren / sparse vegetation,Barren / sparse vegetation,4.09,5.94,12.24,5.3,-4000.0,359.1,0.00149,0.05538,0.05232,0.00169,0.00259,3,96.4,Sandy,,0.6,0.13,0.44,0.0,0.0,0.78,79.75,0.0,18.89,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0041,60.308589,25.368214,257.12579,3.22,4.22,300.0,575.0,Barren / sparse vegetation,Barren / sparse vegetation,3.08,3.08,300.0,300.0,Barren / sparse vegetation,Barren / sparse vegetation,0.97,0.38,12.21,5.8,-4000.0,253.0,0.00165,0.06555,0.06854,0.00234,0.00238,3,106.7,Sandy,,0.61,0.0,0.18,0.0,0.04,0.63,80.29,0.0,17.73,1.14,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E060_0003,60.02074,25.379144,176.579627,9.06,9.06,175.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,2.42,2.49,100.0,825.0,Barren / sparse vegetation,Barren / sparse vegetation,2.91,4.4,12.12,12.12,-3148.0,36.4,0.00418,0.03812,0.06424,0.00484,0.00673,0,85.8,Sandy,,0.63,0.0,0.0,0.02,0.0,0.0,91.05,0.0,8.93,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0306,59.776435,25.403935,176.928231,0.76,2.33,50.0,725.0,Barren / sparse vegetation,Barren / sparse vegetation,0.83,2.03,350.0,725.0,Open water,Barren / sparse vegetation,3.53,4.13,10.91,8.03,-4000.0,40.4,0.00228,0.0027,0.05828,0.00231,0.00246,3,620.8,Sandy,,0.65,0.19,0.09,0.05,0.0,0.0,84.24,0.0,15.43,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0255,59.360515,25.494593,67.43174,1.99,2.15,525.0,1050.0,Barren / sparse vegetation,Barren / sparse vegetation,0.74,1.59,-525.0,325.0,Open water,Open water,1.64,0.28,10.89,,,-595.8,,0.01049,0.07238,,,3,,Muddy,,0.63,0.0,0.0,0.0,0.0,0.0,86.66,0.0,13.34,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0175,59.24565,25.444345,45.904153,0.75,2.05,175.0,550.0,Open water,Open water,0.59,1.28,125.0,825.0,Open water,Open water,0.54,0.04,10.89,-0.18,-2600.0,38.8,0.00039,0.00684,0.00614,0.00059,0.00071,3,,Sandy,,0.63,0.0,0.0,0.0,0.0,0.0,6.75,0.0,93.25,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E058_0121,58.795013,25.573012,193.026838,1.28,14.97,200.0,1100.0,Barren / sparse vegetation,Barren / sparse vegetation,1.03,5.28,200.0,1100.0,Barren / sparse vegetation,Barren / sparse vegetation,12.15,39.16,10.87,3.8,-3925.0,171.7,0.00122,0.03633,0.0454,0.00147,0.00153,3,82.5,Sandy,,0.58,0.0,0.0,0.01,0.0,0.95,87.24,0.0,11.8,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0096,58.5522,25.600427,156.627758,2.02,2.02,-900.0,-900.0,Barren / sparse vegetation,Barren / sparse vegetation,0.78,0.78,-900.0,-900.0,Barren / sparse vegetation,Barren / sparse vegetation,0.84,0.15,8.86,8.86,-3378.6,-943.1,0.00414,0.01816,0.05905,0.00439,0.00488,0,1197.0,Muddy,,0.57,0.0,0.0,0.0,0.0,0.0,76.44,0.0,23.29,0.0,0.27,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0066,58.362744,25.619078,143.774604,0.34,0.7,-875.0,-75.0,Open water,Open water,0.28,0.87,-975.0,-375.0,Open water,Open water,1.17,0.3,6.33,0.7,-4000.0,-991.9,0.00064,0.01641,0.0032,0.00073,0.00073,3,3875.0,Muddy,,0.56,0.0,0.0,0.0,0.03,0.0,87.83,0.0,12.14,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0032,58.117906,25.573981,183.709228,,,,,,,0.33,0.79,-850.0,75.0,Open water,Open water,1.41,0.2,6.32,6.32,-3099.6,-878.8,0.0034,0.01152,,0.0035,,0,2226.8,Muddy,,0.56,0.0,0.0,0.0,0.0,0.0,80.4,0.0,19.6,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E058_0001,58.000759,25.659987,219.837951,,,,,,,,,,,,,,,6.23,,,,,,,,,13,1101.0,Muddy,,0.56,0.13,0.0,0.01,0.0,0.0,95.49,0.0,4.37,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E056_0392,57.794278,25.700051,184.394394,,,,,,,1.39,6.38,-600.0,200.0,Open water,Barren / sparse vegetation,10.28,30.72,6.1,,,-671.4,,0.01948,,,,3,1019.6,Sandy,,0.57,0.02,1.34,0.28,0.01,0.82,93.1,0.0,4.43,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E056_0351,57.45332,25.768466,190.281803,0.31,1.08,-750.0,-225.0,Open water,Open water,0.4,1.08,-750.0,-200.0,Open water,Open water,2.47,0.92,5.79,5.46,-4000.0,-816.7,0.00212,0.00602,0.00793,0.0022,0.00217,3,2031.1,Muddy,,0.58,0.0,0.0,0.0,0.0,0.0,87.03,0.0,12.97,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E056_0314,57.253803,25.972294,245.606556,2.21,9.6,150.0,850.0,Barren / sparse vegetation,Barren / sparse vegetation,2.24,8.93,150.0,825.0,Barren / sparse vegetation,Barren / sparse vegetation,23.63,431.79,4.85,4.85,-3022.8,60.5,0.002,0.02498,0.01866,0.00265,0.00264,0,285.4,Sandy,,0.62,0.82,0.45,0.01,0.17,0.35,88.61,0.0,9.59,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0482,57.096901,26.355081,233.181297,,,,,,,,,,,,,,,4.71,,,,,,,,,13,2261.1,Sandy,,0.7,0.0,0.17,2.03,0.0,0.0,91.44,0.0,2.77,3.59,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0450,57.077914,26.6197,262.59727,12.61,19.73,300.0,950.0,Barren / sparse vegetation,Barren / sparse vegetation,2.77,8.19,100.0,600.0,Barren / sparse vegetation,Barren / sparse vegetation,37.98,1283.93,4.66,4.66,-2606.4,31.0,0.00229,0.04019,0.04734,0.00325,0.00641,0,93.4,Sandy,,0.73,0.95,6.01,0.2,0.18,0.98,82.02,0.0,9.67,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0540,56.941263,26.9513,50.425445,1.58,2.0,125.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,0.32,0.86,525.0,950.0,Barren / sparse vegetation,Barren / sparse vegetation,0.48,0.13,4.65,,,63.6,,0.00069,0.0258,,,3,45.9,Muddy,,0.72,0.0,0.0,0.0,0.0,0.23,25.84,0.0,73.94,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26E056_0378,56.864902,27.059338,210.385837,0.77,1.74,-725.0,-275.0,Open water,Barren / sparse vegetation,0.89,0.97,-650.0,-425.0,Barren / sparse vegetation,Barren / sparse vegetation,1.33,0.29,4.89,,,-816.5,,0.00537,0.00839,,,3,1541.7,Sandy,,0.71,0.03,0.01,0.0,0.06,3.96,87.03,0.0,8.92,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0349,56.669216,27.156285,172.216266,0.4,1.13,-775.0,125.0,Open water,Barren / sparse vegetation,0.65,1.24,-700.0,150.0,Open water,Barren / sparse vegetation,1.35,0.2,4.94,0.15,-4000.0,-787.9,0.00049,0.0074,0.01822,0.00067,0.00061,3,1181.2,Muddy,,0.7,0.0,0.09,0.24,0.0,0.0,85.92,0.0,10.98,0.0,2.77,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0316,56.400852,27.188663,190.136679,,,,,,,0.59,1.66,-400.0,450.0,Barren / sparse vegetation,Barren / sparse vegetation,1.77,0.52,5.01,0.95,-2700.0,-479.9,0.00108,0.0074,,0.0013,,3,2788.6,Sandy,,0.68,0.0,0.09,0.03,0.0,0.0,97.8,0.0,2.09,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E056_0273,56.054257,27.096895,149.620595,4.92,5.25,-250.0,525.0,Barren / sparse vegetation,Built-up,2.38,3.01,-325.0,425.0,Barren / sparse vegetation,Barren / sparse vegetation,4.62,3.69,5.13,5.13,-364.2,-351.1,0.5065,0.09123,0.04828,0.23,0.10083,5,829.2,Sandy,,0.66,0.0,0.0,0.0,0.02,38.29,56.32,0.0,5.36,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E054_0213,55.689955,26.985854,183.166329,0.7,3.73,100.0,925.0,Open water,Barren / sparse vegetation,0.71,3.74,75.0,925.0,Open water,Barren / sparse vegetation,15.12,125.76,5.27,4.98,-1900.0,-4.6,0.00335,0.00895,0.00729,0.00358,0.00353,3,1421.3,Muddy,,0.65,0.0,0.0,0.0,0.0,1.51,86.75,0.0,11.74,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E054_0182,55.508117,26.811612,117.591351,,,,,,,,,,,,,,,5.36,,,,,,,,,13,,Sandy,Mangroves,0.66,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
