id,lon,lat,angle,z_peak_first_copdem,z_peak_max_1km_copdem,x_peak_first_copdem,x_peak_max_1km_copdem,lu_peak_first_copdem,lu_peak_max_1km_copdem,z_peak_first_deltadtm,z_peak_max_1km_deltadtm,x_peak_first_deltadtm,x_peak_max_1km_deltadtm,lu_peak_first_deltadtm,lu_peak_max_1km_deltadtm,he,ev,doc,doc_used,x_doc,x_shoreline,ns,bs_deltadtm,bs_copdem,cs_deltadtm,cs_copdem,extraction_flag,tr_zone_width,coast_type_flag,veg_type,mdt,lu_trees,lu_shrub,lu_grass,lu_crop,lu_built,lu_barren,lu_snow,lu_water,lu_wet,lu_mangr,lu_moss,class_most,class_most_land
BOX_N26E054_0131,55.082563,26.677136,125.822983,1.59,7.64,150.0,925.0,Barren / sparse vegetation,Barren / sparse vegetation,1.54,7.88,150.0,925.0,Barren / sparse vegetation,Barren / sparse vegetation,17.02,73.37,5.99,5.99,-2612.4,34.0,0.00269,0.01325,0.0134,0.00313,0.00315,0,136.8,,,0.64,0.05,0.12,0.09,0.54,1.61,86.92,0.0,10.66,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E054_0077,54.619843,26.502807,204.005641,3.27,13.49,-150.0,775.0,Barren / sparse vegetation,Barren / sparse vegetation,3.36,13.29,-125.0,750.0,Barren / sparse vegetation,Barren / sparse vegetation,32.87,378.96,6.08,6.08,-966.3,-173.4,0.00861,0.06934,0.13863,0.01211,0.01237,0,139.6,Sandy,,0.6,0.06,13.84,1.21,0.01,0.66,78.75,0.0,5.47,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E054_0034,54.31291,26.709429,221.122095,0.58,2.33,500.0,750.0,Barren / sparse vegetation,Barren / sparse vegetation,0.46,1.12,450.0,1050.0,Barren / sparse vegetation,Barren / sparse vegetation,0.8,0.07,6.09,6.09,-1366.9,112.5,0.0046,0.00136,0.00149,0.00399,0.00395,0,359.7,Sandy,,0.56,0.0,0.06,0.0,0.0,0.15,79.88,0.0,19.9,0.01,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E052_0256,53.830394,26.709752,182.709146,4.61,63.14,-75.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,4.42,14.64,-75.0,725.0,Barren / sparse vegetation,Barren / sparse vegetation,223.22,42923.06,6.48,6.48,-666.0,-102.7,0.01266,0.15964,0.16627,0.01955,0.01986,0,70.6,Sandy,,0.49,0.0,0.85,1.91,0.0,0.4,91.01,0.0,5.83,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E052_0201,53.46504,26.974143,215.650159,3.2,11.71,225.0,1000.0,Barren / sparse vegetation,Barren / sparse vegetation,3.65,10.42,225.0,1000.0,Barren / sparse vegetation,Barren / sparse vegetation,263.38,65414.4,6.5,6.5,-1554.7,112.5,0.00426,0.03243,0.0284,0.00604,0.00578,0,79.4,Sandy,,0.44,0.0,1.63,0.46,0.0,0.29,87.63,0.0,10.0,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E052_0146,52.948782,27.147302,211.728391,19.66,41.09,225.0,400.0,Barren / sparse vegetation,Barren / sparse vegetation,19.43,20.2,200.0,375.0,Barren / sparse vegetation,Barren / sparse vegetation,78.58,2289.63,6.13,6.13,-1338.3,76.7,0.00477,0.15762,0.13437,0.01702,0.01689,0,46.0,Sandy,,0.43,0.0,0.55,12.36,0.0,0.02,78.2,0.0,8.87,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E052_0095,52.624229,27.400903,359.57363,8.43,9.65,350.0,425.0,Cropland,Barren / sparse vegetation,3.51,11.51,-100.0,650.0,Open water,Barren / sparse vegetation,44.64,887.82,6.03,6.03,-3747.8,-123.7,0.00184,0.14796,0.01781,0.00279,0.00369,0,247.2,Sandy,,0.44,0.02,31.63,37.0,1.99,1.14,22.33,0.0,5.89,0.0,0.0,0.0,Grassland,Grassland
BOX_N26E052_0047,52.385103,27.651001,183.904078,30.57,45.13,600.0,900.0,Barren / sparse vegetation,Barren / sparse vegetation,42.38,44.4,725.0,900.0,Barren / sparse vegetation,Barren / sparse vegetation,173.85,10172.82,5.94,5.94,-1111.5,104.4,0.00544,0.06828,0.06169,0.02667,0.02172,0,28.7,Sandy,,0.45,0.0,0.49,0.14,0.01,1.62,87.16,0.0,10.57,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E050_0353,51.978654,27.844964,223.913767,0.44,1.31,-100.0,275.0,Barren / sparse vegetation,Open water,0.49,0.66,-100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,2.06,3.7,5.83,5.83,-3580.8,-119.7,0.00189,0.02489,0.01183,0.00202,0.00201,0,412.7,Muddy,,0.49,0.0,0.12,1.01,32.25,0.0,54.1,0.0,10.63,1.89,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E050_0313,51.593243,27.855101,248.081394,0.4,3.03,-100.0,700.0,Barren / sparse vegetation,Barren / sparse vegetation,0.61,1.24,-75.0,425.0,Barren / sparse vegetation,Barren / sparse vegetation,5.09,29.32,5.72,5.72,-1573.6,-212.5,0.00471,0.00444,0.00355,0.00469,0.00462,0,1070.7,Muddy,,0.53,0.0,1.59,8.13,3.16,0.36,82.73,0.0,3.89,0.14,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0337,51.326993,28.089882,233.738662,0.64,1.32,-725.0,-300.0,Barren / sparse vegetation,Open water,0.34,0.45,-725.0,-175.0,Barren / sparse vegetation,Barren / sparse vegetation,0.44,0.21,5.55,5.55,-1756.3,-982.4,0.00791,0.00133,0.00242,0.00627,0.00644,0,1919.3,Sandy,,0.55,0.0,0.0,2.38,0.17,0.0,94.91,0.0,2.54,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0330,51.277196,28.132965,197.328035,0.62,0.72,-925.0,-250.0,Open water,Barren / sparse vegetation,0.43,1.14,-575.0,-250.0,Open water,Barren / sparse vegetation,0.7,0.04,5.56,1.11,-4000.0,-951.5,0.00055,0.00115,0.03302,0.00062,0.00075,3,937.5,Muddy,,0.55,0.0,0.01,0.12,0.0,0.0,61.55,0.0,30.35,7.96,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0277,51.085191,28.548332,251.173985,1.48,17.28,-25.0,825.0,Barren / sparse vegetation,Barren / sparse vegetation,1.66,13.54,25.0,700.0,Barren / sparse vegetation,Barren / sparse vegetation,52.37,2288.28,5.62,5.62,-1977.5,-77.5,0.00325,0.0162,0.02821,0.00392,0.00392,0,110.2,Sandy,,0.55,0.0,0.11,1.27,0.88,4.12,86.17,0.0,7.45,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0229,50.972491,28.820459,48.693214,1.43,2.14,150.0,525.0,Herbaceous wetland,Built-up,0.54,1.28,75.0,525.0,Open water,Built-up,0.8,0.12,5.66,5.66,-1636.1,-14.9,0.00384,0.00605,0.00875,0.00395,0.00428,0,893.1,,,0.54,0.0,0.0,0.0,0.0,0.36,6.77,0.0,90.27,2.6,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N28E050_0182,50.917819,28.961781,284.312975,0.56,0.91,150.0,1075.0,Open water,Barren / sparse vegetation,0.73,0.98,125.0,275.0,Open water,Barren / sparse vegetation,1.01,0.19,5.68,3.38,-3250.0,-583.9,0.00149,0.00103,0.01822,0.00139,0.00133,3,3098.7,,,0.52,0.0,0.0,0.0,0.0,2.57,89.11,0.0,8.31,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0135,50.674771,29.120426,226.67943,0.66,1.18,-25.0,150.0,Barren / sparse vegetation,Open water,0.87,1.22,-25.0,425.0,Barren / sparse vegetation,Barren / sparse vegetation,0.89,0.05,5.71,5.68,-4000.0,-45.3,0.00159,0.04303,0.03447,0.0018,0.00174,3,586.1,Muddy,,0.49,0.0,0.1,0.0,0.0,0.0,74.08,0.0,16.13,9.69,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0110,50.671052,29.288588,340.580014,,,,,,,,,,,,,,,5.72,,,,,,,,,13,558.9,Muddy,,0.46,0.0,0.01,0.0,0.0,0.0,54.25,0.0,40.63,5.11,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0072,50.540574,29.533698,226.695473,1.3,2.39,-275.0,0.0,Open water,Barren / sparse vegetation,0.82,1.31,-200.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,1.77,0.54,5.73,5.73,-3412.6,-310.6,0.00206,0.00744,0.02149,0.00225,0.00245,0,291.0,Muddy,,0.42,2.52,1.58,0.26,1.66,1.6,82.65,0.0,5.85,3.88,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E050_0010,50.172862,29.925347,216.110728,1.59,1.96,-600.0,-175.0,Open water,Grassland,1.57,1.57,-625.0,-625.0,Open water,Open water,1.92,0.5,5.75,4.28,-3925.0,-687.5,0.00157,0.02508,0.01812,0.00202,0.00201,3,93.8,Sandy,,0.36,0.0,0.18,7.07,0.65,0.0,91.48,0.0,0.62,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E050_0004,50.031711,30.208751,196.480688,1.51,2.34,150.0,975.0,Barren / sparse vegetation,Barren / sparse vegetation,1.51,2.53,150.0,950.0,Barren / sparse vegetation,Barren / sparse vegetation,4.01,5.49,5.74,2.05,-4000.0,78.1,0.00071,0.02104,0.0212,0.00106,0.00106,3,526.2,Muddy,,0.34,0.0,0.0,0.04,10.75,1.31,78.17,0.0,9.74,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0413,49.525711,30.029912,230.784025,1.34,4.2,-700.0,-100.0,Open water,Open water,0.38,1.35,-400.0,50.0,Open water,Open water,1.28,0.13,5.77,5.77,-960.6,-709.8,0.02668,0.00122,0.02669,0.01261,0.03083,0,2905.3,Muddy,,0.35,0.0,0.0,0.0,0.0,0.0,92.32,0.0,7.68,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0365,49.240038,30.207394,229.469179,1.8,2.05,-50.0,425.0,Barren / sparse vegetation,Barren / sparse vegetation,1.39,1.71,-125.0,775.0,Barren / sparse vegetation,Barren / sparse vegetation,1.49,0.11,5.76,-0.36,-4000.0,-146.8,0.00017,0.06356,0.0187,0.00053,0.00062,3,188.6,Muddy,,0.34,0.0,0.0,0.0,0.0,0.0,93.41,0.0,6.59,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0317,48.978232,30.351096,204.840669,1.18,1.28,200.0,275.0,Open water,Barren / sparse vegetation,1.22,1.37,200.0,275.0,Open water,Barren / sparse vegetation,0.32,0.16,,2.21,75.0,94.7,0.16858,0.01163,0.01122,0.03637,0.03601,23,2319.4,Muddy,,0.34,0.0,0.64,0.0,0.03,0.0,73.99,0.0,25.24,0.1,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0271,49.185064,30.35377,71.992196,1.11,1.43,125.0,325.0,Open water,Barren / sparse vegetation,0.56,1.21,50.0,900.0,Open water,Barren / sparse vegetation,0.94,0.11,,-0.41,-4000.0,7.8,0.00017,0.01336,0.0119,0.00031,0.00046,23,3831.4,Muddy,,0.33,0.0,0.04,0.0,1.19,0.0,32.92,0.0,65.68,0.17,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N30E048_0225,49.223394,30.47613,212.514295,0.31,1.21,-625.0,-450.0,Open water,Open water,0.4,0.55,-450.0,350.0,Open water,Open water,1.35,0.37,,0.16,-1375.0,-473.8,0.00139,0.01688,0.00724,0.00179,,23,2377.1,Muddy,,0.32,0.0,10.02,0.0,5.18,0.0,72.34,0.0,12.34,0.12,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0196,49.093865,30.425217,173.069766,3.72,8.53,0.0,700.0,Barren / sparse vegetation,Built-up,0.87,1.26,0.0,700.0,Barren / sparse vegetation,Built-up,0.25,0.38,,6.34,-725.0,-102.3,0.01196,0.00851,0.03305,0.01148,0.01273,23,172.4,Sandy,,0.33,1.01,0.06,0.0,0.17,55.09,22.69,0.0,20.97,0.0,0.0,0.0,Built-up,Built-up
BOX_N30E048_0164,48.953976,30.464124,45.724649,,,,,,,,,,,,,,,,,,,,,,,,123,429.8,Muddy,,0.33,0.0,4.1,0.0,0.71,0.0,76.57,0.0,17.94,0.68,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0118,48.801716,30.323243,126.312434,0.65,0.65,-875.0,-875.0,Open water,Open water,,,,,,,,,,,,,,,0.01532,,,123,1032.2,Muddy,,0.34,0.0,0.0,0.0,0.88,0.0,88.53,0.0,10.58,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0065,48.930237,30.102161,64.560059,0.26,1.79,-350.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation,0.44,1.52,-375.0,25.0,Barren / sparse vegetation,Barren / sparse vegetation,1.14,0.09,5.76,2.58,-4000.0,-409.7,0.00102,0.01258,0.00507,0.00113,0.00107,3,1563.6,Muddy,,0.36,0.0,0.0,0.0,0.0,0.0,98.94,0.0,1.06,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0033,48.682485,30.019277,169.799493,,,,,,,,,,,,,,,5.76,,,,,,,,,13,,Muddy,,0.38,0.0,2.92,0.0,4.49,0.04,58.74,0.0,31.85,1.95,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E048_0319,48.563304,29.920117,168.666147,,,,,,,,,,,,,,,5.76,,,,,,,,,13,,Sandy,,0.39,0.04,5.22,0.28,1.34,0.04,60.97,0.0,19.98,12.14,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N30E048_0002,48.010841,30.005336,149.372565,1.86,3.45,-300.0,275.0,Barren / sparse vegetation,Barren / sparse vegetation,1.44,2.4,-300.0,450.0,Barren / sparse vegetation,Barren / sparse vegetation,1.83,0.08,,5.06,-975.0,-352.8,0.00902,0.02734,0.03457,0.01045,0.01107,23,93.6,Other,,0.42,0.0,0.0,0.0,0.01,0.02,97.69,0.0,2.29,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E048_0262,48.057843,29.76372,50.308786,0.88,2.96,150.0,225.0,Open water,Barren / sparse vegetation,0.95,2.16,150.0,575.0,Open water,Barren / sparse vegetation,6.03,16.32,,2.9,-850.0,45.0,0.00443,0.00905,0.01264,0.00492,0.00484,23,604.2,Sandy,,0.45,0.0,0.0,0.0,0.0,0.0,89.19,0.0,10.81,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E046_0082,47.967784,29.569465,154.408538,1.04,1.74,-375.0,200.0,Barren / sparse vegetation,Barren / sparse vegetation,1.27,2.04,-375.0,275.0,Barren / sparse vegetation,Barren / sparse vegetation,1.91,0.14,,-0.37,-4000.0,-487.5,0.00021,0.0113,0.00928,0.00055,0.00049,23,1884.4,Muddy,,0.47,0.0,0.0,0.0,0.0,0.0,99.89,0.0,0.11,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E046_0031,47.843958,29.385936,13.272275,4.48,6.15,-50.0,100.0,Built-up,Barren / sparse vegetation,1.53,2.3,-50.0,700.0,Built-up,Barren / sparse vegetation,1.69,0.24,,9.1,-4000.0,-96.9,0.00262,0.03269,0.09313,0.00298,0.00372,23,541.5,Sandy,,0.5,0.0,0.0,0.0,0.0,2.01,17.8,0.0,80.19,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N28E048_0201,48.097891,29.344905,101.555701,3.1,7.51,50.0,300.0,Barren / sparse vegetation,Built-up,2.17,3.08,75.0,325.0,Barren / sparse vegetation,Built-up,2.21,0.29,5.76,5.76,-467.2,-62.5,0.01652,0.01579,0.02753,0.01634,0.01892,0,85.8,Sandy,,0.48,0.14,0.07,0.0,0.07,30.5,3.45,0.0,65.77,0.0,0.0,0.0,Open water,Built-up
BOX_N28E048_0143,48.281556,28.880425,43.852367,11.92,11.92,-175.0,-175.0,Barren / sparse vegetation,Barren / sparse vegetation,2.16,3.29,-350.0,25.0,Barren / sparse vegetation,Barren / sparse vegetation,1.98,0.24,5.76,4.42,-4000.0,-372.9,0.00141,0.09447,0.05993,0.00199,0.00445,3,70.7,Sandy,,0.51,0.02,1.04,2.09,0.0,9.08,85.46,0.0,2.31,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E048_0092,48.463837,28.509295,37.594982,4.79,4.79,250.0,250.0,Barren / sparse vegetation,Barren / sparse vegetation,2.85,2.94,275.0,325.0,Barren / sparse vegetation,Barren / sparse vegetation,5.3,7.91,5.75,5.51,-4000.0,137.5,0.00145,0.0207,0.04257,0.00207,0.00254,3,48.5,Sandy,,0.53,0.0,0.02,0.57,0.0,5.2,83.8,0.0,10.4,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N28E048_0033,48.617852,28.185791,121.301115,1.64,2.88,200.0,675.0,Barren / sparse vegetation,Barren / sparse vegetation,1.78,2.7,200.0,600.0,Barren / sparse vegetation,Barren / sparse vegetation,1.63,0.27,5.73,2.11,-4000.0,87.5,0.00061,0.01585,0.01458,0.00102,0.00099,3,589.9,Muddy,,0.53,0.0,0.0,0.01,0.0,0.0,89.98,0.0,10.01,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0454,48.749813,27.952881,56.168168,3.94,7.5,250.0,850.0,Barren / sparse vegetation,Barren / sparse vegetation,3.69,6.74,250.0,1075.0,Barren / sparse vegetation,Barren / sparse vegetation,4.48,1.89,5.71,5.71,-1665.6,187.5,0.0033,0.05901,0.063,0.00511,0.00524,0,127.4,Sandy,,0.53,0.0,0.0,0.02,0.0,0.37,88.12,0.0,11.49,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0392,48.828138,27.79482,275.001062,0.69,4.89,175.0,450.0,Barren / sparse vegetation,Barren / sparse vegetation,,,,,,,,,5.7,,,,,,0.01454,,,13,222.3,Muddy,,0.53,0.0,0.0,0.0,0.0,0.38,17.94,0.0,81.68,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26E048_0360,48.845358,27.70555,38.141609,2.04,2.04,100.0,100.0,Barren / sparse vegetation,Barren / sparse vegetation,1.54,1.54,25.0,25.0,Open water,Open water,1.09,0.09,,6.06,-2425.0,2.9,0.00269,0.06979,0.02122,0.00329,0.00339,23,95.7,Sandy,,0.53,0.0,0.0,0.02,0.0,0.0,31.93,0.0,67.73,0.32,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26E048_0318,48.918173,27.572315,323.217044,0.28,5.93,150.0,850.0,Open water,Barren / sparse vegetation,,,,,,,,,,,,,,,0.00255,,,123,191.0,Sandy,,0.53,0.0,0.0,0.0,0.0,0.3,88.05,0.0,11.65,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0286,49.175711,27.541662,354.620056,1.3,7.96,-150.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,1.6,1.93,-125.0,225.0,Barren / sparse vegetation,Barren / sparse vegetation,1.92,0.75,,5.53,-4000.0,-269.4,0.00161,0.01109,0.01113,0.00196,0.0019,23,178.7,Sandy,,0.53,0.0,0.0,0.0,0.04,19.73,76.83,0.0,3.33,0.06,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0241,49.157506,27.429581,200.719342,0.5,0.77,150.0,1000.0,Barren / sparse vegetation,Barren / sparse vegetation,0.66,0.91,150.0,1000.0,Barren / sparse vegetation,Barren / sparse vegetation,2.21,1.99,,2.8,25.0,48.6,0.13873,0.00648,0.00496,0.03145,0.03021,23,142.0,Sandy,,0.53,0.0,0.0,0.0,0.0,0.94,89.1,0.0,9.95,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0197,49.302161,27.334977,27.885676,1.66,1.96,-225.0,375.0,Barren / sparse vegetation,Barren / sparse vegetation,1.92,2.65,-225.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,1.72,1.03,,0.56,-3250.0,-312.5,0.00037,0.02198,0.01893,0.001,0.00091,23,127.8,Sandy,,0.54,0.0,0.0,0.0,0.0,0.0,96.44,0.0,3.56,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0166,49.396484,27.194102,36.251837,0.22,1.08,-825.0,75.0,Open water,Barren / sparse vegetation,0.45,1.17,-775.0,50.0,Mangroves,Barren / sparse vegetation,0.76,0.07,,-0.34,-4000.0,-861.7,6.0e-5,0.00522,0.00642,0.0002,0.00013,23,1263.5,Muddy,,0.54,0.0,0.02,0.0,0.0,0.0,94.27,0.0,2.55,0.02,3.14,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E048_0112,49.524623,27.184473,349.227431,4.79,6.56,-225.0,125.0,Barren / sparse vegetation,Built-up,2.83,4.57,-200.0,200.0,Barren / sparse vegetation,Trees,4.08,0.53,5.61,,,-385.6,,0.01525,0.03035,,,3,193.9,Sandy,,0.54,0.2,0.21,0.4,0.11,59.49,37.03,0.0,2.53,0.02,0.0,0.0,Built-up,Built-up
BOX_N26E048_0044,49.772117,26.90697,35.43776,4.22,15.75,250.0,525.0,Barren / sparse vegetation,Barren / sparse vegetation,3.4,5.1,250.0,800.0,Barren / sparse vegetation,Barren / sparse vegetation,2.33,2.01,5.58,4.99,-4000.0,201.5,0.00131,0.07016,0.08642,0.0021,0.00229,3,23.4,Sandy,,0.55,0.02,0.27,0.0,0.0,11.08,76.88,0.0,11.75,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E050_0576,50.159301,26.627395,218.691334,0.7,1.76,275.0,525.0,Barren / sparse vegetation,Barren / sparse vegetation,1.18,1.54,225.0,625.0,Barren / sparse vegetation,Built-up,1.05,0.2,5.56,3.17,-1175.0,187.5,0.00278,0.03145,0.00804,0.00354,0.00309,3,70.4,Sandy,,0.55,0.0,0.0,0.0,0.0,3.51,8.05,0.0,88.44,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N26E050_0214,50.025797,26.554892,129.342078,0.62,0.94,-550.0,-325.0,Barren / sparse vegetation,Open water,0.73,1.0,-575.0,-325.0,Barren / sparse vegetation,Open water,2.38,0.9,5.57,0.66,-3925.0,-787.5,0.00041,0.00346,0.0026,0.0006,0.00056,3,1785.3,Muddy,,0.55,2.84,0.77,0.04,0.15,61.73,19.52,0.0,14.95,0.0,0.0,0.0,Built-up,Built-up
BOX_N26E050_0153,50.208539,26.38876,55.945902,2.84,,275.0,,Barren / sparse vegetation,,1.67,,300.0,,Barren / sparse vegetation,,5.07,15.49,5.84,0.15,-4000.0,-862.5,0.00022,0.00143,0.0025,0.00055,0.00083,3,1209.1,Muddy,,0.55,0.34,0.1,0.04,0.1,47.14,41.59,0.0,10.69,0.0,0.0,0.0,Built-up,Built-up
BOX_N26E050_0108,50.153852,26.078361,102.896351,11.66,11.66,275.0,275.0,Built-up,Built-up,1.86,3.8,200.0,350.0,Built-up,Built-up,0.9,1.0,,10.0,-1315.8,87.5,0.00724,0.01651,0.0622,0.00793,0.01372,2,72.3,,,0.55,2.55,2.96,2.11,0.16,8.82,59.89,0.0,23.5,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N26E050_0062,50.003808,26.016072,94.539579,2.27,3.76,300.0,475.0,Barren / sparse vegetation,Barren / sparse vegetation,1.13,2.2,350.0,800.0,Barren / sparse vegetation,Cropland,1.12,0.26,,3.04,-175.0,237.5,0.00792,0.01003,0.03627,0.00838,0.01165,23,77.3,,,0.54,0.0,0.07,0.0,0.12,1.48,79.63,0.0,18.69,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0969,50.189088,25.756467,44.638194,1.53,2.22,75.0,150.0,Barren / sparse vegetation,Barren / sparse vegetation,0.95,1.46,-50.0,225.0,Open water,Barren / sparse vegetation,0.48,0.16,,10.0,-2681.7,-70.7,0.00391,0.0461,0.01054,0.00424,0.00426,2,44.0,Sandy,,0.56,0.0,0.05,0.43,0.42,1.05,80.16,0.0,17.89,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0919,50.195324,25.669088,306.237318,1.28,1.8,350.0,425.0,Barren / sparse vegetation,Barren / sparse vegetation,0.85,1.68,200.0,825.0,Barren / sparse vegetation,Barren / sparse vegetation,1.29,0.08,,6.44,-325.0,159.5,0.01373,0.02104,0.00696,0.01429,0.01175,23,116.0,Sandy,,0.56,0.0,0.0,0.0,0.0,0.0,52.68,0.0,47.32,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0885,50.375856,25.452093,321.025242,0.87,1.23,800.0,1050.0,Barren / sparse vegetation,Barren / sparse vegetation,0.95,1.25,825.0,1050.0,Barren / sparse vegetation,Barren / sparse vegetation,0.44,0.12,,2.58,-575.0,690.5,0.00222,0.00707,0.0098,0.00268,0.00267,23,47.2,Sandy,,0.58,0.0,0.0,0.0,0.0,0.0,35.33,0.0,64.67,0.0,0.0,0.0,Open water,Barren / sparse vegetation
BOX_N24E050_0835,50.557249,25.184592,76.107149,1.38,2.7,-50.0,500.0,Barren / sparse vegetation,Barren / sparse vegetation,0.91,1.43,-25.0,175.0,Barren / sparse vegetation,Barren / sparse vegetation,3.12,6.1,,10.0,-441.8,-70.4,0.02763,0.02003,0.06309,0.0268,0.0297,2,108.9,Sandy,,0.59,0.0,0.0,0.0,0.0,0.0,93.1,0.0,6.9,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0681,50.757472,25.440954,275.559733,2.27,8.2,-150.0,625.0,Barren / sparse vegetation,Barren / sparse vegetation,2.13,8.1,-150.0,650.0,Barren / sparse vegetation,Barren / sparse vegetation,20.7,164.58,,9.77,-4000.0,-252.7,0.00267,0.02074,0.02419,0.00315,0.00319,23,45.9,Sandy,,0.58,0.0,0.0,0.0,0.0,4.32,90.64,0.0,5.04,0.0,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0626,50.87274,25.60443,107.463144,0.81,1.0,-100.0,-50.0,Open water,Barren / sparse vegetation,0.88,0.88,-75.0,-75.0,Barren / sparse vegetation,Barren / sparse vegetation,0.59,0.46,,4.79,-3100.0,-117.0,0.00167,0.02086,0.04033,0.00193,0.00193,23,166.1,Muddy,,0.58,0.0,0.02,0.0,0.05,0.0,65.05,0.0,12.55,22.33,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
BOX_N24E050_0614,50.906078,25.512106,8.518237,0.83,1.32,-25.0,825.0,Open water,Barren / sparse vegetation,0.53,1.01,-25.0,625.0,Open water,Barren / sparse vegetation,1.55,0.84,,,,-60.7,,0.01491,0.02131,,,23,491.0,Muddy,,0.58,0.0,0.01,0.0,0.99,0.0,89.36,0.0,9.47,0.18,0.0,0.0,Barren / sparse vegetation,Barren / sparse vegetation
